Cores,Render_composite,Render_encode,Resolution,Base,Camera Angle,Calc Ray start,Sample Volume,Write Surface,Total Render,pixels,actual pixels,objects,rank,frame, ssp
16,0.012926,0.262495,1147,131,0,0.0010572,0.280804,0.000604,0.285121,370358,240049,2248091,0,6,131
16,0.012926,0.262495,1147,131,0,0.00114594,0.23546,0.000583674,0.240057,370358,240049,2248091,0,7,131
16,0.012926,0.262495,1147,131,0,0.00106437,0.218654,0.000582422,0.22294,370358,240049,2248091,0,8,131
16,0.012926,0.262495,1147,131,0,0.00105366,0.233283,0.000593899,0.237575,370358,240049,2248091,0,9,131
16,0.012926,0.262495,1147,131,0,0.00109835,0.234317,0.000739135,0.238728,286710,195891,2248091,1,1,124
16,0.012926,0.262495,1147,131,0,0.00141513,0.259292,0.000553392,0.267988,286710,195891,2248091,1,2,124
16,0.012926,0.262495,1147,131,0,0.000933408,0.201656,0.000500301,0.205513,286710,195891,2248091,1,3,124
16,0.012926,0.262495,1147,131,0,0.000905357,0.225432,0.000509743,0.229252,286710,195891,2248091,1,4,124
16,0.012926,0.262495,1147,131,0,0.000851848,0.226876,0.000489844,0.230321,286710,195891,2248091,1,5,124
16,0.012926,0.262495,1147,131,0,0.000845464,0.24752,0.000760717,0.251481,286710,195891,2248091,1,6,124
16,0.012926,0.262495,1147,131,0,0.00118488,0.225946,0.000473219,0.230427,286710,195891,2248091,1,7,124
16,0.012926,0.262495,1147,131,0,0.000909175,0.220933,0.000497352,0.224511,286710,195891,2248091,1,8,124
16,0.012926,0.262495,1147,131,0,0.00112074,0.212013,0.000448137,0.216031,286710,195891,2248091,1,9,124
16,0.012926,0.262495,1147,131,0,0.000736713,0.209245,0.000468165,0.212236,228410,162391,2248091,2,1,121
16,0.012926,0.262495,1147,131,0,0.000870262,0.191444,0.000408193,0.195448,228410,162391,2248091,2,2,121
16,0.012926,0.262495,1147,131,0,0.000838397,0.212116,0.000670676,0.217574,228410,162391,2248091,2,3,121
16,0.012926,0.262495,1147,131,0,0.000820463,0.169042,0.000404226,0.172269,228410,162391,2248091,2,4,121
16,0.012926,0.262495,1147,131,0,0.000816008,0.175086,0.000392861,0.178262,228410,162391,2248091,2,5,121
16,0.012926,0.262495,1147,131,0,0.000898711,0.215202,0.00055821,0.218907,228410,162391,2248091,2,6,121
16,0.012926,0.262495,1147,131,0,0.00112377,0.183908,0.000436153,0.188052,228410,162391,2248091,2,7,121
16,0.012926,0.262495,1147,131,0,0.00085383,0.172294,0.000403714,0.175712,228410,162391,2248091,2,8,121
16,0.012926,0.262495,1147,131,0,0.000817458,0.168696,0.000411261,0.171856,228410,162391,2248091,2,9,121
16,0.012926,0.262495,1147,131,0,0.000529162,0.166267,0.000402714,0.168575,194866,136570,2248091,3,1,120
16,0.012926,0.262495,1147,131,0,0.000652991,0.170551,0.000382428,0.173159,194866,136570,2248091,3,2,120
16,0.012926,0.262495,1147,131,0,0.000633195,0.151983,0.000330224,0.154616,194866,136570,2248091,3,3,120
16,0.012926,0.262495,1147,131,0,0.00157199,0.191511,0.000463539,0.196413,194866,136570,2248091,3,4,120
16,0.012926,0.262495,1147,131,0,0.000962132,0.164539,0.000517788,0.168569,194866,136570,2248091,3,5,120
16,0.012926,0.262495,1147,131,0,0.000744316,0.172096,0.000569581,0.175364,194866,136570,2248091,3,6,120
16,0.012926,0.262495,1147,131,0,0.00155244,0.189073,0.000342247,0.193185,194866,136570,2248091,3,7,120
16,0.012926,0.262495,1147,131,0,0.00122675,0.186794,0.000370202,0.190132,194866,136570,2248091,3,8,120
16,0.012926,0.262495,1147,131,0,0.000644475,0.170475,0.000387123,0.17316,194866,136570,2248091,3,9,120
16,0.012926,0.262495,1147,131,0,0.000743755,0.238434,0.000602649,0.243644,213572,137123,2248091,4,1,146
16,0.012926,0.262495,1147,131,0,0.000953633,0.207168,0.000425314,0.210702,213572,137123,2248091,4,2,146
16,0.012926,0.262495,1147,131,0,0.000818819,0.22984,0.000603514,0.233316,213572,137123,2248091,4,3,146
16,0.012926,0.262495,1147,131,0,0.0010652,0.185937,0.000400972,0.189909,213572,137123,2248091,4,4,146
16,0.012926,0.262495,1147,131,0,0.000936158,0.197342,0.000426613,0.200803,213572,137123,2248091,4,5,146
16,0.012926,0.262495,1147,131,0,0.00070243,0.236824,0.000530535,0.239809,213572,137123,2248091,4,6,146
16,0.012926,0.262495,1147,131,0,0.000961041,0.202881,0.000437469,0.206614,213572,137123,2248091,4,7,146
16,0.012926,0.262495,1147,131,0,0.000823006,0.179582,0.000397676,0.182837,213572,137123,2248091,4,8,146
16,0.012926,0.262495,1147,131,0,0.00114233,0.180991,0.000405065,0.185277,213572,137123,2248091,4,9,146
16,0.012926,0.262495,1147,131,0,0.000865171,0.187153,0.000667609,0.190866,188640,119207,2248091,5,1,133
16,0.012926,0.262495,1147,131,0,0.00139791,0.211066,0.00037846,0.215833,188640,119207,2248091,5,2,133
16,0.012926,0.262495,1147,131,0,0.000843351,0.161456,0.000382962,0.16464,188640,119207,2248091,5,3,133
16,0.012926,0.262495,1147,131,0,0.00088037,0.172181,0.000339881,0.175238,188640,119207,2248091,5,4,133
16,0.012926,0.262495,1147,131,0,0.000722162,0.174403,0.0035875,0.182239,188640,119207,2248091,5,5,133
16,0.012926,0.262495,1147,131,0,0.000732139,0.19228,0.00200024,0.196906,188640,119207,2248091,5,6,133
16,0.012926,0.262495,1147,131,0,0.000846173,0.187446,0.000439475,0.190925,188640,119207,2248091,5,7,133
16,0.012926,0.262495,1147,131,0,0.000881675,0.183153,0.000375573,0.186565,188640,119207,2248091,5,8,133
16,0.012926,0.262495,1147,131,0,0.00075861,0.18973,0.00039374,0.192567,188640,119207,2248091,5,9,133
16,0.012926,0.262495,1147,131,0,0.00062314,0.161911,0.000421681,0.164816,156816,103224,2248091,6,1,127
16,0.012926,0.262495,1147,131,0,0.000714704,0.17292,0.00033299,0.176114,156816,103224,2248091,6,2,127
16,0.012926,0.262495,1147,131,0,0.000906984,0.156589,0.000424547,0.159495,156816,103224,2248091,6,3,127
16,0.012926,0.262495,1147,131,0,0.00101525,0.155738,0.00035767,0.158915,156816,103224,2248091,6,4,127
16,0.012926,0.262495,1147,131,0,0.000548681,0.148317,0.000328923,0.1506,156816,103224,2248091,6,5,127
16,0.012926,0.262495,1147,131,0,0.00114777,0.164832,0.000413059,0.168597,156816,103224,2248091,6,6,127
16,0.012926,0.262495,1147,131,0,0.000777604,0.148132,0.000360277,0.151089,156816,103224,2248091,6,7,127
16,0.012926,0.262495,1147,131,0,0.000616778,0.135278,0.000339158,0.137841,156816,103224,2248091,6,8,127
16,0.012926,0.262495,1147,131,0,0.000620715,0.143039,0.000515443,0.145819,156816,103224,2248091,6,9,127
16,0.012926,0.262495,1147,131,0,0.000478615,0.12355,0.000325696,0.125565,137592,90072,2248091,7,1,123
16,0.012926,0.262495,1147,131,0,0.000553427,0.138343,0.000396868,0.140703,137592,90072,2248091,7,2,123
16,0.012926,0.262495,1147,131,0,0.000582296,0.120818,0.000412514,0.123226,137592,90072,2248091,7,3,123
16,0.012926,0.262495,1147,131,0,0.000566444,0.129303,0.00261129,0.134828,137592,90072,2248091,7,4,123
16,0.012926,0.262495,1147,131,0,0.0011203,0.116672,0.000500758,0.120176,137592,90072,2248091,7,5,123
16,0.012926,0.262495,1147,131,0,0.001146,0.143644,0.000343865,0.147238,137592,90072,2248091,7,6,123
16,0.012926,0.262495,1147,131,0,0.000808821,0.149141,0.000486286,0.152373,137592,90072,2248091,7,7,123
16,0.012926,0.262495,1147,131,0,0.00125441,0.159709,0.000377669,0.163883,137592,90072,2248091,7,8,123
16,0.012926,0.262495,1147,131,0,0.000708793,0.154599,0.000327752,0.157223,137592,90072,2248091,7,9,123
16,0.012926,0.262495,1147,131,0,0.0010316,0.236108,0.000761256,0.240075,224181,147224,2248091,8,1,142
16,0.012926,0.262495,1147,131,0,0.0011973,0.213231,0.000463062,0.220023,224181,147224,2248091,8,2,142
16,0.012926,0.262495,1147,131,0,0.00141635,0.258432,0.00053042,0.263328,224181,147224,2248091,8,3,142
16,0.012926,0.262495,1147,131,0,0.0008212,0.17787,0.000399426,0.181202,224181,147224,2248091,8,4,142
16,0.012926,0.262495,1147,131,0,0.000708646,0.181869,0.000408276,0.184854,224181,147224,2248091,8,5,142
16,0.012926,0.262495,1147,131,0,0.00143853,0.224496,0.000648604,0.228758,224181,147224,2248091,8,6,142
16,0.012926,0.262495,1147,131,0,0.00127304,0.197936,0.00043925,0.202093,224181,147224,2248091,8,7,142
16,0.012926,0.262495,1147,131,0,0.00084477,0.178024,0.000403625,0.181401,224181,147224,2248091,8,8,142
16,0.012926,0.262495,1147,131,0,0.000849228,0.177967,0.000410042,0.181399,224181,147224,2248091,8,9,142
16,0.012926,0.262495,1147,131,0,0.000564914,0.16967,0.000328301,0.172726,172289,125793,2248091,9,1,131
16,0.012926,0.262495,1147,131,0,0.0004748,0.17191,0.000340543,0.174077,172289,125793,2248091,9,2,131
16,0.012926,0.262495,1147,131,0,0.000477835,0.1498,0.000326136,0.151933,172289,125793,2248091,9,3,131
16,0.012926,0.262495,1147,131,0,0.000779662,0.174743,0.00034669,0.17764,172289,125793,2248091,9,4,131
16,0.012926,0.262495,1147,131,0,0.000597449,0.169882,0.000352046,0.172266,172289,125793,2248091,9,5,131
16,0.012926,0.262495,1147,131,0,0.000593138,0.170538,0.000592527,0.173289,172289,125793,2248091,9,6,131
16,0.012926,0.262495,1147,131,0,0.000674948,0.171109,0.000354923,0.173884,172289,125793,2248091,9,7,131
16,0.012926,0.262495,1147,131,0,0.000830496,0.181071,0.0003601,0.183795,172289,125793,2248091,9,8,131
16,0.012926,0.262495,1147,131,0,0.00096824,0.177092,0.000408523,0.180159,172289,125793,2248091,9,9,131
16,0.012926,0.262495,1147,131,0,0.000587785,0.171435,0.000437063,0.177591,144550,108396,2248091,10,1,125
16,0.012926,0.262495,1147,131,0,0.00114448,0.161737,0.000478921,0.165076,144550,108396,2248091,10,2,125
16,0.012926,0.262495,1147,131,0,0.00126676,0.17109,0.000474865,0.174747,144550,108396,2248091,10,3,125
16,0.012926,0.262495,1147,131,0,0.00110745,0.148573,0.000275331,0.152485,144550,108396,2248091,10,4,125
16,0.012926,0.262495,1147,131,0,0.00048638,0.143038,0.000299456,0.145048,144550,108396,2248091,10,5,125
