Cores,Render_composite,Render_encode,Resolution,Base,Camera Angle,Calc Ray start,Sample Volume,Write Surface,Total Render,pixels,actual pixels,objects,rank,frame, ssp
16,0.0384576,0.640667,2141,215,0,0.00123798,0.233049,0.000709873,0.238047,433008,291252,9938375,13,8,134
16,0.0384576,0.640667,2141,215,0,0.00122972,0.23447,0.000675463,0.239435,433008,291252,9938375,13,9,134
16,0.0384576,0.640667,2141,215,0,0.00128106,0.210911,0.000619084,0.215733,371413,258453,9938375,14,1,127
16,0.0384576,0.640667,2141,215,0,0.00133597,0.211704,0.000579424,0.216314,371413,258453,9938375,14,2,127
16,0.0384576,0.640667,2141,215,0,0.00118663,0.200563,0.000606306,0.205197,371413,258453,9938375,14,3,127
16,0.0384576,0.640667,2141,215,0,0.00104776,0.223527,0.000585761,0.227814,371413,258453,9938375,14,4,127
16,0.0384576,0.640667,2141,215,0,0.00116563,0.204689,0.000585383,0.209271,371413,258453,9938375,14,5,127
16,0.0384576,0.640667,2141,215,0,0.00107176,0.216093,0.000601314,0.220471,371413,258453,9938375,14,6,127
16,0.0384576,0.640667,2141,215,0,0.00112063,0.193748,0.000594099,0.198229,371413,258453,9938375,14,7,127
16,0.0384576,0.640667,2141,215,0,0.00114346,0.19154,0.000570384,0.196052,371413,258453,9938375,14,8,127
16,0.0384576,0.640667,2141,215,0,0.001062,0.19636,0.000596997,0.20064,371413,258453,9938375,14,9,127
16,0.0384576,0.640667,2141,215,0,0.00111914,0.194863,0.000524719,0.19929,323016,230486,9938375,15,1,123
16,0.0384576,0.640667,2141,215,0,0.00098985,0.172108,0.000523608,0.176201,323016,230486,9938375,15,2,123
16,0.0384576,0.640667,2141,215,0,0.00112656,0.174746,0.000544723,0.178988,323016,230486,9938375,15,3,123
16,0.0384576,0.640667,2141,215,0,0.00101768,0.171092,0.000546407,0.175227,323016,230486,9938375,15,4,123
16,0.0384576,0.640667,2141,215,0,0.000922752,0.185901,0.000503026,0.189664,323016,230486,9938375,15,5,123
16,0.0384576,0.640667,2141,215,0,0.00106374,0.177754,0.000517993,0.181718,323016,230486,9938375,15,6,123
16,0.0384576,0.640667,2141,215,0,0.00102141,0.172402,0.000523982,0.176457,323016,230486,9938375,15,7,123
16,0.0384576,0.640667,2141,215,0,0.000914147,0.184352,0.000524783,0.18816,323016,230486,9938375,15,8,123
16,0.0384576,0.640667,2141,215,0,0.000907231,0.187213,0.000502739,0.190821,323016,230486,9938375,15,9,123
16,0.0413934,0.686682,2199,170,0,0.00358408,0.653742,0.00194757,0.668582,1358097,882331,4913000,0,1,131
16,0.0413934,0.686682,2199,170,0,0.00343614,0.667915,0.00185242,0.68152,1358097,882331,4913000,0,2,131
16,0.0413934,0.686682,2199,170,0,0.00336382,0.65888,0.00187442,0.672449,1358097,882331,4913000,0,3,131
16,0.0413934,0.686682,2199,170,0,0.00366795,0.665413,0.00185253,0.679958,1358097,882331,4913000,0,4,131
16,0.0413934,0.686682,2199,170,0,0.00365659,0.681668,0.00186176,0.696637,1358097,882331,4913000,0,5,131
16,0.0413934,0.686682,2199,170,0,0.00359934,0.647266,0.00189866,0.662015,1358097,882331,4913000,0,6,131
16,0.0413934,0.686682,2199,170,0,0.00338084,0.648947,0.00188462,0.662507,1358097,882331,4913000,0,7,131
16,0.0413934,0.686682,2199,170,0,0.00340226,0.648808,0.0019099,0.662465,1358097,882331,4913000,0,8,131
16,0.0413934,0.686682,2199,170,0,0.00341573,0.629733,0.00189151,0.643426,1358097,882331,4913000,0,9,131
16,0.0413934,0.686682,2199,170,0,0.00299096,0.551608,0.00143228,0.563393,1051724,719998,4913000,1,1,124
16,0.0413934,0.686682,2199,170,0,0.00261914,0.465124,0.00141842,0.475677,1051724,719998,4913000,1,2,124
16,0.0413934,0.686682,2199,170,0,0.00259233,0.452185,0.00143319,0.462686,1051724,719998,4913000,1,3,124
16,0.0413934,0.686682,2199,170,0,0.00264161,0.534024,0.0014104,0.54457,1051724,719998,4913000,1,4,124
16,0.0413934,0.686682,2199,170,0,0.00263567,0.469707,0.0014254,0.480236,1051724,719998,4913000,1,5,124
16,0.0413934,0.686682,2199,170,0,0.00260263,0.510115,0.0014115,0.520563,1051724,719998,4913000,1,6,124
16,0.0413934,0.686682,2199,170,0,0.00262397,0.53511,0.00141726,0.545634,1051724,719998,4913000,1,7,124
16,0.0413934,0.686682,2199,170,0,0.00263345,0.526783,0.00141805,0.537326,1051724,719998,4913000,1,8,124
16,0.0413934,0.686682,2199,170,0,0.00267045,0.517778,0.00144525,0.52842,1051724,719998,4913000,1,9,124
16,0.0413934,0.686682,2199,170,0,0.00247435,0.444882,0.0011766,0.454618,837031,596873,4913000,2,1,121
16,0.0413934,0.686682,2199,170,0,0.00257248,0.453864,0.001161,0.463466,837031,596873,4913000,2,2,121
16,0.0413934,0.686682,2199,170,0,0.00356166,0.459963,0.00117184,0.472044,837031,596873,4913000,2,3,121
16,0.0413934,0.686682,2199,170,0,0.00234152,0.446289,0.00115851,0.455894,837031,596873,4913000,2,4,121
16,0.0413934,0.686682,2199,170,0,0.00220552,0.456399,0.00118639,0.465213,837031,596873,4913000,2,5,121
16,0.0413934,0.686682,2199,170,0,0.00218681,0.409534,0.00121266,0.418285,837031,596873,4913000,2,6,121
16,0.0413934,0.686682,2199,170,0,0.00211038,0.447676,0.00118258,0.456378,837031,596873,4913000,2,7,121
16,0.0413934,0.686682,2199,170,0,0.00216147,0.426472,0.00115374,0.435218,837031,596873,4913000,2,8,121
16,0.0413934,0.686682,2199,170,0,0.00221998,0.419989,0.00116616,0.428564,837031,596873,4913000,2,9,121
16,0.0413934,0.686682,2199,170,0,0.00195154,0.405982,0.000995334,0.413714,714688,501980,4913000,3,1,120
16,0.0413934,0.686682,2199,170,0,0.00176267,0.309437,0.000994269,0.316652,714688,501980,4913000,3,2,120
16,0.0413934,0.686682,2199,170,0,0.00185171,0.303016,0.00100573,0.310506,714688,501980,4913000,3,3,120
16,0.0413934,0.686682,2199,170,0,0.00185946,0.388534,0.000989277,0.395951,714688,501980,4913000,3,4,120
16,0.0413934,0.686682,2199,170,0,0.0018565,0.318132,0.00100381,0.325618,714688,501980,4913000,3,5,120
16,0.0413934,0.686682,2199,170,0,0.0018338,0.359627,0.00100022,0.366879,714688,501980,4913000,3,6,120
16,0.0413934,0.686682,2199,170,0,0.00178159,0.389647,0.00101356,0.397045,714688,501980,4913000,3,7,120
16,0.0413934,0.686682,2199,170,0,0.00183692,0.387242,0.000997679,0.394482,714688,501980,4913000,3,8,120
16,0.0413934,0.686682,2199,170,0,0.00178718,0.365894,0.0010005,0.373266,714688,501980,4913000,3,9,120
16,0.0413934,0.686682,2199,170,0,0.00220802,0.460462,0.001098,0.469682,783100,503942,4913000,4,1,146
16,0.0413934,0.686682,2199,170,0,0.00206359,0.469363,0.00110995,0.477586,783100,503942,4913000,4,2,146
16,0.0413934,0.686682,2199,170,0,0.00203707,0.458324,0.00109395,0.466463,783100,503942,4913000,4,3,146
16,0.0413934,0.686682,2199,170,0,0.00202962,0.445901,0.00108741,0.454052,783100,503942,4913000,4,4,146
16,0.0413934,0.686682,2199,170,0,0.00202849,0.46455,0.00109129,0.472691,783100,503942,4913000,4,5,146
16,0.0413934,0.686682,2199,170,0,0.00206005,0.422459,0.00106963,0.43065,783100,503942,4913000,4,6,146
16,0.0413934,0.686682,2199,170,0,0.00204164,0.459004,0.00109016,0.467152,783100,503942,4913000,4,7,146
16,0.0413934,0.686682,2199,170,0,0.0019406,0.439892,0.00108354,0.447743,783100,503942,4913000,4,8,146
16,0.0413934,0.686682,2199,170,0,0.00203982,0.450163,0.00113126,0.458375,783100,503942,4913000,4,9,146
16,0.0413934,0.686682,2199,170,0,0.00214703,0.396027,0.000971699,0.404194,692760,438152,4913000,5,1,133
16,0.0413934,0.686682,2199,170,0,0.00180961,0.310501,0.000976207,0.317615,692760,438152,4913000,5,2,133
16,0.0413934,0.686682,2199,170,0,0.00182233,0.302199,0.00096346,0.309466,692760,438152,4913000,5,3,133
16,0.0413934,0.686682,2199,170,0,0.00180292,0.387525,0.00100271,0.394837,692760,438152,4913000,5,4,133
16,0.0413934,0.686682,2199,170,0,0.00182061,0.320032,0.00100153,0.327368,692760,438152,4913000,5,5,133
16,0.0413934,0.686682,2199,170,0,0.00181784,0.37709,0.000999194,0.384208,692760,438152,4913000,5,6,133
16,0.0413934,0.686682,2199,170,0,0.00175136,0.390106,0.000991033,0.397286,692760,438152,4913000,5,7,133
16,0.0413934,0.686682,2199,170,0,0.00182524,0.400935,0.00102422,0.408306,692760,438152,4913000,5,8,133
16,0.0413934,0.686682,2199,170,0,0.00181367,0.406182,0.000991312,0.41345,692760,438152,4913000,5,9,133
16,0.0413934,0.686682,2199,170,0,0.0014584,0.328855,0.000844776,0.334928,575592,379397,4913000,6,1,127
16,0.0413934,0.686682,2199,170,0,0.00149914,0.352993,0.000829872,0.359168,575592,379397,4913000,6,2,127
16,0.0413934,0.686682,2199,170,0,0.00183762,0.349662,0.000856732,0.356624,575592,379397,4913000,6,3,127
16,0.0413934,0.686682,2199,170,0,0.00182998,0.339572,0.000841367,0.346515,575592,379397,4913000,6,4,127
16,0.0413934,0.686682,2199,170,0,0.00187117,0.349873,0.000827535,0.356845,575592,379397,4913000,6,5,127
16,0.0413934,0.686682,2199,170,0,0.00149484,0.292378,0.000856898,0.298484,575592,379397,4913000,6,6,127
16,0.0413934,0.686682,2199,170,0,0.00151717,0.319852,0.000871006,0.326032,575592,379397,4913000,6,7,127
16,0.0413934,0.686682,2199,170,0,0.00152542,0.309007,0.000857304,0.315187,575592,379397,4913000,6,8,127
16,0.0413934,0.686682,2199,170,0,0.00153416,0.309022,0.000853529,0.315208,575592,379397,4913000,6,9,127
16,0.0413934,0.686682,2199,170,0,0.00238043,0.351765,0.000778081,0.359514,504000,331064,4913000,7,1,123
16,0.0413934,0.686682,2199,170,0,0.00170586,0.254485,0.000849495,0.26139,504000,331064,4913000,7,2,123
16,0.0413934,0.686682,2199,170,0,0.00155835,0.244702,0.000760616,0.250582,504000,331064,4913000,7,3,123
16,0.0413934,0.686682,2199,170,0,0.00141881,0.315267,0.000764923,0.32098,504000,331064,4913000,7,4,123
16,0.0413934,0.686682,2199,170,0,0.00142899,0.245741,0.000756912,0.251455,504000,331064,4913000,7,5,123
16,0.0413934,0.686682,2199,170,0,0.0014167,0.313237,0.000763081,0.318934,504000,331064,4913000,7,6,123
16,0.0413934,0.686682,2199,170,0,0.00204018,0.317677,0.00077202,0.323737,504000,331064,4913000,7,7,123
16,0.0413934,0.686682,2199,170,0,0.00167055,0.330768,0.000737581,0.337072,504000,331064,4913000,7,8,123
16,0.0413934,0.686682,2199,170,0,0.00171227,0.320465,0.000756211,0.327099,504000,331064,4913000,7,9,123
16,0.0413934,0.686682,2199,170,0,0.00249762,0.4744,0.00116144,0.484693,822771,541172,4913000,8,1,142
16,0.0413934,0.686682,2199,170,0,0.00217034,0.47524,0.00114828,0.483859,822771,541172,4913000,8,2,142
16,0.0413934,0.686682,2199,170,0,0.00215637,0.461616,0.00113013,0.470231,822771,541172,4913000,8,3,142
16,0.0413934,0.686682,2199,170,0,0.00207133,0.463029,0.00114517,0.47151,822771,541172,4913000,8,4,142
16,0.0413934,0.686682,2199,170,0,0.00209889,0.478912,0.0011534,0.487493,822771,541172,4913000,8,5,142
16,0.0413934,0.686682,2199,170,0,0.00205723,0.430845,0.00113955,0.439321,822771,541172,4913000,8,6,142
16,0.0413934,0.686682,2199,170,0,0.00210933,0.454827,0.00115842,0.463146,822771,541172,4913000,8,7,142
16,0.0413934,0.686682,2199,170,0,0.0024412,0.44971,0.00114148,0.459185,822771,541172,4913000,8,8,142
16,0.0413934,0.686682,2199,170,0,0.00210378,0.447387,0.00113322,0.455692,822771,541172,4913000,8,9,142
16,0.0413934,0.686682,2199,170,0,0.00208108,0.423185,0.000887489,0.431122,632472,462342,4913000,9,1,131
16,0.0413934,0.686682,2199,170,0,0.00165752,0.3243,0.000891809,0.330848,632472,462342,4913000,9,2,131
16,0.0413934,0.686682,2199,170,0,0.00163425,0.31027,0.000915215,0.316781,632472,462342,4913000,9,3,131
16,0.0413934,0.686682,2199,170,0,0.00167674,0.392525,0.000897851,0.399239,632472,462342,4913000,9,4,131
16,0.0413934,0.686682,2199,170,0,0.00167523,0.327517,0.000893829,0.334226,632472,462342,4913000,9,5,131
16,0.0413934,0.686682,2199,170,0,0.00224741,0.384173,0.000893381,0.391308,632472,462342,4913000,9,6,131
16,0.0413934,0.686682,2199,170,0,0.00201012,0.399867,0.000915246,0.407368,632472,462342,4913000,9,7,131
16,0.0413934,0.686682,2199,170,0,0.00199347,0.398724,0.000897548,0.406219,632472,462342,4913000,9,8,131
16,0.0413934,0.686682,2199,170,0,0.0016449,0.383758,0.00090615,0.390465,632472,462342,4913000,9,9,131
16,0.0413934,0.686682,2199,170,0,0.00157346,0.354717,0.000797954,0.360966,530090,398415,4913000,10,1,125
16,0.0413934,0.686682,2199,170,0,0.00147335,0.361107,0.00076387,0.367031,530090,398415,4913000,10,2,125
16,0.0413934,0.686682,2199,170,0,0.00140472,0.33643,0.000786772,0.342195,530090,398415,4913000,10,3,125
16,0.0413934,0.686682,2199,170,0,0.00142353,0.332336,0.000763695,0.338101,530090,398415,4913000,10,4,125
16,0.0413934,0.686682,2199,170,0,0.00140015,0.351237,0.000749352,0.356906,530090,398415,4913000,10,5,125
16,0.0413934,0.686682,2199,170,0,0.00139692,0.298904,0.000764756,0.304498,530090,398415,4913000,10,6,125
16,0.0413934,0.686682,2199,170,0,0.00135925,0.333809,0.000771971,0.339445,530090,398415,4913000,10,7,125
16,0.0413934,0.686682,2199,170,0,0.00137396,0.325621,0.000794504,0.331166,530090,398415,4913000,10,8,125
16,0.0413934,0.686682,2199,170,0,0.00140197,0.320169,0.000763267,0.325802,530090,398415,4913000,10,9,125
16,0.0413934,0.686682,2199,170,0,0.00164206,0.333984,0.000692943,0.340107,450094,346261,4913000,11,1,122
16,0.0413934,0.686682,2199,170,0,0.00117921,0.236168,0.000691618,0.240963,450094,346261,4913000,11,2,122
16,0.0413934,0.686682,2199,170,0,0.00126441,0.246319,0.000728892,0.251468,450094,346261,4913000,11,3,122
16,0.0413934,0.686682,2199,170,0,0.00118095,0.31264,0.000733112,0.317775,450094,346261,4913000,11,4,122
16,0.0413934,0.686682,2199,170,0,0.00127571,0.245496,0.000672963,0.250618,450094,346261,4913000,11,5,122
16,0.0413934,0.686682,2199,170,0,0.00115413,0.288214,0.000676181,0.292969,450094,346261,4913000,11,6,122
16,0.0413934,0.686682,2199,170,0,0.00123306,0.313275,0.000705211,0.318153,450094,346261,4913000,11,7,122
16,0.0413934,0.686682,2199,170,0,0.00126533,0.324694,0.000698915,0.329789,450094,346261,4913000,11,8,122
16,0.0413934,0.686682,2199,170,0,0.00126765,0.299998,0.000684789,0.305131,450094,346261,4913000,11,9,122
16,0.0413934,0.686682,2199,170,0,0.00180629,0.350412,0.000822777,0.357653,569025,347787,4913000,12,1,146
16,0.0413934,0.686682,2199,170,0,0.00202155,0.34958,0.000790054,0.356053,569025,347787,4913000,12,2,146
16,0.0413934,0.686682,2199,170,0,0.00145348,0.342321,0.000790982,0.348332,569025,347787,4913000,12,3,146
16,0.0413934,0.686682,2199,170,0,0.00145433,0.336075,0.000842205,0.342142,569025,347787,4913000,12,4,146
16,0.0413934,0.686682,2199,170,0,0.00184368,0.363573,0.000796829,0.370654,569025,347787,4913000,12,5,146
16,0.0413934,0.686682,2199,170,0,0.0022095,0.360572,0.000902739,0.367333,569025,347787,4913000,12,6,146
16,0.0413934,0.686682,2199,170,0,0.0027855,0.353597,0.000848646,0.362017,569025,347787,4913000,12,7,146
16,0.0413934,0.686682,2199,170,0,0.00183929,0.338407,0.000799409,0.345396,569025,347787,4913000,12,8,146
16,0.0413934,0.686682,2199,170,0,0.00147111,0.320939,0.000810252,0.326851,569025,347787,4913000,12,9,146
16,0.0413934,0.686682,2199,170,0,0.00158083,0.366199,0.00075491,0.372311,456108,307238,4913000,13,1,134
16,0.0413934,0.686682,2199,170,0,0.00179646,0.238636,0.00078003,0.245284,456108,307238,4913000,13,2,134
16,0.0413934,0.686682,2199,170,0,0.00152692,0.26005,0.000713788,0.266202,456108,307238,4913000,13,3,134
16,0.0413934,0.686682,2199,170,0,0.00128582,0.315787,0.000673625,0.320981,456108,307238,4913000,13,4,134
16,0.0413934,0.686682,2199,170,0,0.00129889,0.231991,0.000749798,0.237282,456108,307238,4913000,13,5,134
16,0.0413934,0.686682,2199,170,0,0.00128394,0.288636,0.00072539,0.293814,456108,307238,4913000,13,6,134
16,0.0413934,0.686682,2199,170,0,0.00129613,0.309533,0.000684216,0.314749,456108,307238,4913000,13,7,134
16,0.0413934,0.686682,2199,170,0,0.00126414,0.304234,0.000776025,0.309254,456108,307238,4913000,13,8,134
16,0.0413934,0.686682,2199,170,0,0.00130008,0.305772,0.000708569,0.310995,456108,307238,4913000,13,9,134
16,0.0413934,0.686682,2199,170,0,0.0013323,0.288688,0.000606918,0.293998,391578,272639,4913000,14,1,127
16,0.0413934,0.686682,2199,170,0,0.00157588,0.301839,0.000610326,0.307337,391578,272639,4913000,14,2,127
16,0.0413934,0.686682,2199,170,0,0.0011261,0.287379,0.000590137,0.291889,391578,272639,4913000,14,3,127
16,0.0413934,0.686682,2199,170,0,0.00111757,0.258787,0.000627878,0.263313,391578,272639,4913000,14,4,127
16,0.0413934,0.686682,2199,170,0,0.00110323,0.302277,0.00061452,0.306839,391578,272639,4913000,14,5,127
16,0.0413934,0.686682,2199,170,0,0.00110109,0.251918,0.00066705,0.256289,391578,272639,4913000,14,6,127
16,0.0413934,0.686682,2199,170,0,0.00111461,0.284233,0.00061936,0.28876,391578,272639,4913000,14,7,127
16,0.0413934,0.686682,2199,170,0,0.00113173,0.2654,0.000598514,0.269946,391578,272639,4913000,14,8,127
16,0.0413934,0.686682,2199,170,0,0.00173931,0.240889,0.000637033,0.245888,391578,272639,4913000,14,9,127
16,0.0413934,0.686682,2199,170,0,0.00119618,0.263962,0.000586827,0.268688,340790,243133,4913000,15,1,123
16,0.0413934,0.686682,2199,170,0,0.00097886,0.19105,0.000523207,0.195015,340790,243133,4913000,15,2,123
16,0.0413934,0.686682,2199,170,0,0.000975244,0.167435,0.000523981,0.171436,340790,243133,4913000,15,3,123
16,0.0413934,0.686682,2199,170,0,0.000973317,0.267703,0.000528974,0.271703,340790,243133,4913000,15,4,123
16,0.0413934,0.686682,2199,170,0,0.0011759,0.187868,0.000524386,0.192401,340790,243133,4913000,15,5,123
16,0.0413934,0.686682,2199,170,0,0.00119609,0.227389,0.000532983,0.231946,340790,243133,4913000,15,6,123
16,0.0413934,0.686682,2199,170,0,0.000986618,0.257004,0.00058493,0.261094,340790,243133,4913000,15,7,123
16,0.0413934,0.686682,2199,170,0,0.00117764,0.260497,0.000533283,0.265115,340790,243133,4913000,15,8,123
16,0.0413934,0.686682,2199,170,0,0.00116603,0.239911,0.000554806,0.244452,340790,243133,4913000,15,9,123
16,0.0466854,0.736339,2287,251,0,0.00396139,0.680402,0.00205797,0.695855,1469440,954362,15813251,0,1,131
16,0.0466854,0.736339,2287,251,0,0.00397537,0.708571,0.00206176,0.724147,1469440,954362,15813251,0,2,131
16,0.0466854,0.736339,2287,251,0,0.00377713,0.672383,0.00202465,0.687245,1469440,954362,15813251,0,3,131
16,0.0466854,0.736339,2287,251,0,0.00372289,0.681799,0.00205139,0.69663,1469440,954362,15813251,0,4,131
16,0.0466854,0.736339,2287,251,0,0.00381283,0.670207,0.00207402,0.685589,1469440,954362,15813251,0,5,131
16,0.0466854,0.736339,2287,251,0,0.00384015,0.675622,0.00203885,0.690634,1469440,954362,15813251,0,6,131
16,0.0466854,0.736339,2287,251,0,0.0039499,0.676614,0.00204133,0.69223,1469440,954362,15813251,0,7,131
16,0.0466854,0.736339,2287,251,0,0.00378645,0.681161,0.00205611,0.695963,1469440,954362,15813251,0,8,131
16,0.0466854,0.736339,2287,251,0,0.00373502,0.669155,0.00205848,0.683999,1469440,954362,15813251,0,9,131
16,0.0466854,0.736339,2287,251,0,0.00302902,0.522641,0.00155006,0.53448,1137270,778781,15813251,1,1,124
16,0.0466854,0.736339,2287,251,0,0.00303172,0.524182,0.00152351,0.535807,1137270,778781,15813251,1,2,124
16,0.0466854,0.736339,2287,251,0,0.00303257,0.518431,0.00152947,0.530086,1137270,778781,15813251,1,3,124
16,0.0466854,0.736339,2287,251,0,0.00308252,0.531162,0.00155364,0.54289,1137270,778781,15813251,1,4,124
16,0.0466854,0.736339,2287,251,0,0.00295439,0.521196,0.00155633,0.532925,1137270,778781,15813251,1,5,124
16,0.0466854,0.736339,2287,251,0,0.00305805,0.534274,0.00156735,0.546119,1137270,778781,15813251,1,6,124
16,0.0466854,0.736339,2287,251,0,0.00296036,0.528293,0.00154511,0.540036,1137270,778781,15813251,1,7,124
16,0.0466854,0.736339,2287,251,0,0.00303552,0.525102,0.00154519,0.536946,1137270,778781,15813251,1,8,124
16,0.0466854,0.736339,2287,251,0,0.0030067,0.530618,0.00152831,0.542283,1137270,778781,15813251,1,9,124
16,0.0466854,0.736339,2287,251,0,0.00256414,0.435832,0.00127472,0.445609,906000,645599,15813251,2,1,121
16,0.0466854,0.736339,2287,251,0,0.00253966,0.438024,0.00135844,0.447975,906000,645599,15813251,2,2,121
16,0.0466854,0.736339,2287,251,0,0.00251984,0.436671,0.00130109,0.446523,906000,645599,15813251,2,3,121
16,0.0466854,0.736339,2287,251,0,0.0024634,0.441277,0.00126656,0.45079,906000,645599,15813251,2,4,121
16,0.0466854,0.736339,2287,251,0,0.00248149,0.426692,0.00131622,0.43649,906000,645599,15813251,2,5,121
16,0.0466854,0.736339,2287,251,0,0.00259631,0.435993,0.00128604,0.445659,906000,645599,15813251,2,6,121
16,0.0466854,0.736339,2287,251,0,0.00248163,0.442306,0.0012904,0.452053,906000,645599,15813251,2,7,121
16,0.0466854,0.736339,2287,251,0,0.00243389,0.446981,0.00123893,0.456616,906000,645599,15813251,2,8,121
16,0.0466854,0.736339,2287,251,0,0.00250409,0.443143,0.00124117,0.452899,906000,645599,15813251,2,9,121
16,0.0466854,0.736339,2287,251,0,0.00215558,0.378546,0.00112481,0.386997,772445,542964,15813251,3,1,120
16,0.0466854,0.736339,2287,251,0,0.00224797,0.363993,0.00112343,0.372567,772445,542964,15813251,3,2,120
16,0.0466854,0.736339,2287,251,0,0.00211717,0.375217,0.00108001,0.383461,772445,542964,15813251,3,3,120
16,0.0466854,0.736339,2287,251,0,0.00214329,0.366899,0.00109628,0.375119,772445,542964,15813251,3,4,120
16,0.0466854,0.736339,2287,251,0,0.00212855,0.369183,0.00109186,0.377582,772445,542964,15813251,3,5,120
16,0.0466854,0.736339,2287,251,0,0.00214156,0.361814,0.0011013,0.370089,772445,542964,15813251,3,6,120
16,0.0466854,0.736339,2287,251,0,0.00211118,0.363409,0.0011046,0.371617,772445,542964,15813251,3,7,120
16,0.0466854,0.736339,2287,251,0,0.00217259,0.36775,0.00110183,0.376156,772445,542964,15813251,3,8,120
16,0.0466854,0.736339,2287,251,0,0.0021593,0.378408,0.00110649,0.386866,772445,542964,15813251,3,9,120
16,0.0466854,0.736339,2287,251,0,0.00253407,0.476514,0.00117948,0.486112,847029,545081,15813251,4,1,146
16,0.0466854,0.736339,2287,251,0,0.00235941,0.448574,0.00120158,0.457766,847029,545081,15813251,4,2,146
16,0.0466854,0.736339,2287,251,0,0.00232882,0.478799,0.00120726,0.487968,847029,545081,15813251,4,3,146
16,0.0466854,0.736339,2287,251,0,0.00230305,0.448803,0.00120564,0.458017,847029,545081,15813251,4,4,146
16,0.0466854,0.736339,2287,251,0,0.00236234,0.451926,0.00119451,0.461134,847029,545081,15813251,4,5,146
16,0.0466854,0.736339,2287,251,0,0.00226659,0.468227,0.0012409,0.47731,847029,545081,15813251,4,6,146
16,0.0466854,0.736339,2287,251,0,0.00232692,0.46598,0.00118922,0.475192,847029,545081,15813251,4,7,146
16,0.0466854,0.736339,2287,251,0,0.0023945,0.450326,0.00120657,0.459587,847029,545081,15813251,4,8,146
16,0.0466854,0.736339,2287,251,0,0.0024236,0.47452,0.0011751,0.483751,847029,545081,15813251,4,9,146
16,0.0466854,0.736339,2287,251,0,0.00212715,0.362952,0.00107849,0.371183,749331,473924,15813251,5,1,133
16,0.0466854,0.736339,2287,251,0,0.00209091,0.375756,0.00107447,0.383807,749331,473924,15813251,5,2,133
16,0.0466854,0.736339,2287,251,0,0.00211579,0.3709,0.00107221,0.37895,749331,473924,15813251,5,3,133
16,0.0466854,0.736339,2287,251,0,0.00213585,0.362546,0.0010491,0.370618,749331,473924,15813251,5,4,133
16,0.0466854,0.736339,2287,251,0,0.00206059,0.378472,0.00108701,0.38665,749331,473924,15813251,5,5,133
16,0.0466854,0.736339,2287,251,0,0.00206098,0.373706,0.00110616,0.381966,749331,473924,15813251,5,6,133
16,0.0466854,0.736339,2287,251,0,0.00201576,0.387238,0.00107836,0.395153,749331,473924,15813251,5,7,133
16,0.0466854,0.736339,2287,251,0,0.00215546,0.359737,0.00105037,0.368008,749331,473924,15813251,5,8,133
16,0.0466854,0.736339,2287,251,0,0.00211086,0.375751,0.00106937,0.383952,749331,473924,15813251,5,9,133
16,0.0466854,0.736339,2287,251,0,0.00192151,0.3186,0.000902481,0.325753,621780,410372,15813251,6,1,127
16,0.0466854,0.736339,2287,251,0,0.00182176,0.302853,0.000906675,0.309855,621780,410372,15813251,6,2,127
16,0.0466854,0.736339,2287,251,0,0.00168517,0.30564,0.000890751,0.312343,621780,410372,15813251,6,3,127
16,0.0466854,0.736339,2287,251,0,0.00176465,0.297521,0.000906033,0.304471,621780,410372,15813251,6,4,127
16,0.0466854,0.736339,2287,251,0,0.00174592,0.301326,0.000889797,0.308189,621780,410372,15813251,6,5,127
16,0.0466854,0.736339,2287,251,0,0.00177039,0.304211,0.000870587,0.31095,621780,410372,15813251,6,6,127
16,0.0466854,0.736339,2287,251,0,0.00182984,0.31098,0.000884233,0.317796,621780,410372,15813251,6,7,127
16,0.0466854,0.736339,2287,251,0,0.00174041,0.317516,0.000865909,0.324363,621780,410372,15813251,6,8,127
16,0.0466854,0.736339,2287,251,0,0.00177736,0.320399,0.000909903,0.327184,621780,410372,15813251,6,9,127
16,0.0466854,0.736339,2287,251,0,0.00160444,0.260674,0.000814577,0.266926,545919,358093,15813251,7,1,123
16,0.0466854,0.736339,2287,251,0,0.00154815,0.259044,0.000807372,0.265175,545919,358093,15813251,7,2,123
16,0.0466854,0.736339,2287,251,0,0.00156793,0.258108,0.000801113,0.264213,545919,358093,15813251,7,3,123
16,0.0466854,0.736339,2287,251,0,0.00158219,0.268845,0.00079657,0.274995,545919,358093,15813251,7,4,123
16,0.0466854,0.736339,2287,251,0,0.0016562,0.263268,0.000762549,0.269365,545919,358093,15813251,7,5,123
16,0.0466854,0.736339,2287,251,0,0.00154351,0.259956,0.000799805,0.265963,545919,358093,15813251,7,6,123
16,0.0466854,0.736339,2287,251,0,0.00168352,0.272714,0.000805762,0.278963,545919,358093,15813251,7,7,123
16,0.0466854,0.736339,2287,251,0,0.00157855,0.262871,0.000767892,0.26892,545919,358093,15813251,7,8,123
16,0.0466854,0.736339,2287,251,0,0.00156013,0.258125,0.00078186,0.264141,545919,358093,15813251,7,9,123
16,0.0466854,0.736339,2287,251,0,0.00257021,0.467242,0.00122656,0.477246,889140,585348,15813251,8,1,142
16,0.0466854,0.736339,2287,251,0,0.00240662,0.470041,0.00125281,0.479434,889140,585348,15813251,8,2,142
16,0.0466854,0.736339,2287,251,0,0.0024023,0.461088,0.00125362,0.470637,889140,585348,15813251,8,3,142
